,Date,Content,Section
457,2014-07-04,"Annotated solutions for Prize 26,298",crosswords
458,2014-06-27,"Annotated solutions for Prize 26,292",crosswords
459,2014-06-27,Annotated solutions for Genius crossword 132,crosswords
460,2014-06-23,Crossword blog: meet the setter – Crucible,crosswords
461,2014-06-20,"Azed slip No 2,191",crosswords
462,2014-06-16,Crossword roundup: Double gold,crosswords
463,2014-06-13,"Annotated solutions for Prize 26,280",crosswords
464,2014-06-09,A central issue,crosswords
465,2014-06-09,Crossword blog: a novel about the D-day crossword enigma,crosswords
466,2014-06-02,Crossword roundup: the language of java,crosswords
467,2014-06-02,Annotated solutions for Genius crossword 131,crosswords
468,2014-05-30,"Annotated solutions for Prize 26,268",crosswords
469,2014-05-26,"Crossword blog:  Leonard Dawe,  the man behind the infamous D-day crosswords",crosswords
470,2014-05-23,"Annotated solutions for Prize 26,256",crosswords
471,2014-05-12,Crossword blog: the unsolved mystery of the D-day puzzles,crosswords
472,2014-05-09,Too hard or too soft?,crosswords
473,2014-04-28,Crossword blog: shizzle in the crosswizzle,crosswords
474,2014-04-18,"Prize crossword No 26,238",crosswords
475,2014-04-07,Conventional meanings,crosswords
476,2014-04-07,Crossword roundup: fooling around,crosswords
477,2014-03-31,Crossword roundup: Where Bagpuss meets Garbo,crosswords
478,2014-03-24,Crossword blog: the Times Quick Cryptic,crosswords
479,2014-03-17,Crossword roundup: banter with David Bowie,crosswords
480,2014-03-11,"Azed slip No 2,174",crosswords
481,2014-03-10,Crossword blog: stop this madness,crosswords
482,2014-03-04,"Decisions, always decisions!",crosswords
483,2014-03-03,Crossword roundup: trolleys and rockers,crosswords
484,2014-02-24,Crossword blog: meet the letter I,crosswords
485,2014-02-17,Crossword roundup: Sandbag denialism?,crosswords
486,2014-02-10,Crossword blog: meet the setter - Gaff,crosswords
487,2014-02-05,Of insects and petrol engines,crosswords
488,2014-02-04,"Azed crossword slip 2,170",crosswords
489,2014-02-03,Crossword roundup: Some schtick about shtupping,crosswords
490,2014-01-27,Cryptic crosswords for beginners: decapitation,crosswords
491,2014-01-13,Crossword blog: Crosswords v the mafia,crosswords
492,2014-01-08,Feeling a clot,crosswords
493,2014-01-06,Crossword roundup: the best puzzles you might have missed,crosswords
494,2016-01-05,Annotated solutions for Genius 150,crosswords
495,2016-01-04,"Annotated solutions for Prize 26,764",crosswords
496,2016-01-04,"Annotated solutions for Prize 26,759",crosswords
497,2016-01-04,Genius crossword No 151,crosswords
498,2016-01-03,"Azed Crossword 2,274",crosswords
499,2015-12-29,"Azed Crossword 2,273",crosswords
500,2015-12-28,"Azed slip No 2,270",crosswords
501,2015-12-21,Crossword roundup: wordfights and fighting swords,crosswords
502,2015-12-20,"Azed Crossword 2,272",crosswords
503,2015-12-19,"Prize Crossword No 26,759",crosswords
504,2015-12-18,"Annotated solutions for Prize 26,753",crosswords
505,2015-12-17,"Cryptic crossword No 26,757",crosswords
506,2015-12-14,Cryptic crosswords for beginners: drugs,crosswords
507,2015-12-13,"Azed Crossword 2,271",crosswords
508,2015-12-13,"Speedy crossword No 1,055",crosswords
509,2015-12-12,"Roll out the old, roll in the new",crosswords
510,2015-12-11,"Annotated solutions for Prize 26,747",crosswords
511,2015-12-07,Crossword roundup: did a puzzle help the spy George Blake flee to Russia?,crosswords
512,2015-12-07,Genius crossword No 150,crosswords
513,2015-12-07,Annotated solutions for Genius 149,crosswords
514,2015-12-06,"Azed Crossword 2,270",crosswords
515,2015-12-04,"Annotated solutions for Prize 26,741",crosswords
516,2015-11-30,Crossword blog: 10 years of crossword blogging,crosswords
517,2015-11-29,"Azed Crossword 2,269",crosswords
518,2015-11-29,"Azed Crossword 2,269",crosswords
519,2015-11-27,"Annotated solutions for Prize 26,735",crosswords
520,2015-11-23,Crossword roundup: the all-seeing eye,crosswords
521,2015-11-23,"Azed slip No 2,265",crosswords
522,2015-11-23,Quiptic crossword No 836,crosswords
523,2015-11-22,"Azed Crossword 2,268",crosswords
524,2015-11-20,"Annotated solutions for Prize 26,729",crosswords
525,2015-11-16,Cryptic crosswords for beginners: howzat!,crosswords
526,2015-11-16,Searching the past,crosswords
527,2015-11-15,"Azed Crossword 2,267 - 'Misprints'",crosswords
528,2015-11-13,"Annotated solutions for Prize 26,723",crosswords
529,2015-11-09,"James Bond, the spy who crosswords love",crosswords
530,2015-11-08,"Azed Crossword 2,266",crosswords
531,2015-11-06,"Annotated solutions for Prize 26,717",crosswords
532,2015-11-02,Crossword blog: farewell to the irascible Henry Hook,crosswords
533,2015-11-02,Annotated solutions for Genius 148,crosswords
534,2015-11-02,Genius crossword No 149,crosswords
535,2015-11-01,"Azed Crossword 2,265",crosswords
536,2015-10-31,"Quick crossword No 14,190",crosswords
537,2015-10-30,"Annotated solutions for Prize 26,711",crosswords
538,2015-10-30,"Azed slip No 2,261",crosswords
539,2015-10-29,"Quick crossword No 14,188",crosswords
540,2015-10-26,Crossword roundup: how long are donkey's ears?,crosswords
541,2015-10-23,"Annotated solutions for Prize 26,705",crosswords
542,2015-10-19,Crossword blog: the return of Latin,crosswords
543,2015-10-17,"Azed Crossword 2,263",crosswords
544,2015-10-16,"Annotated solutions for Prize 26,699",crosswords
545,2015-10-12,Crossword roundup: putting someone's lights out,crosswords
546,2015-10-11,Quiptic crossword No 830,crosswords
547,2015-10-10,"Azed Crossword 2,262",crosswords
548,2015-10-09,Life after beta-testing,crosswords
549,2015-10-09,"Annotated solutions for Prize 26,693",crosswords
550,2015-10-05,Crossword blog: the shortest and longest clues imaginable,crosswords
551,2015-10-04,Genius crossword No 148,crosswords
552,2015-10-04,Annotated solutions for Genius 147,crosswords
553,2015-10-02,"Annotated solutions for Prize 26,687",crosswords
554,2015-09-28,Crossword roundup: Why are there so few slang words for 'husband'?,crosswords
555,2015-09-27,"Azed slip No 2,257",crosswords
556,2015-09-26,"Azed crossword 2,260",crosswords
557,2015-09-25,"Annotated solutions for Prize 26,681",crosswords
558,2015-09-21,Crossword blog: who can you call when you're stuck?,crosswords
559,2015-09-19,"Azed crossword 2,259",crosswords
560,2015-09-18,"Annotated solutions for Prize 26,675",crosswords
561,2015-09-14,Crossword roundup: Corbynism and flowing hair,crosswords
562,2015-09-12,"Azed crossword 2,257",crosswords
563,2015-09-11,"Annotated solutions for Prize 26,669",crosswords
564,2015-09-11,Beta-testing,crosswords
565,2015-09-07,Annotated solutions for Genius 146,crosswords
566,2015-09-06,Genius crossword No 147,crosswords
567,2015-09-04,"Annotated solutions for Prize 26,663",crosswords
568,2015-08-28,"Prize crossword No 26,663",crosswords
569,2015-08-28,"Annotated solutions for Prize 26,657",crosswords
570,2015-08-24,Crossword blog: Merl Reagle,crosswords
571,2015-08-22,"Azed crossword 2,255",crosswords
572,2015-08-21,"Annotated solutions for Prize 26,651",crosswords
573,2015-08-17,Crossword roundup: Corbynmania and Trump Fever,crosswords
574,2015-08-16,Quiptic crossword No 822,crosswords
575,2015-08-15,"Azed crossword 2,254",crosswords
576,2015-08-14,"Annotated solutions for Prize 26,645",crosswords
577,2015-08-10,The new Guardian crossword site: tell us what you think,crosswords
578,2015-08-10,"Get down with the Guardian's crossword community, wonderful across the board",crosswords
579,2015-08-10,"Crossword blog: David Nobbs, crosswording's funniest commentator",crosswords
580,2015-08-09,"Azed slip No 2,250",crosswords
581,2015-08-08,"Azed crossword 2,253",crosswords
582,2015-08-07,"Annotated solutions for Prize 26,639",crosswords
583,2015-08-03,Annotated solutions for Genius 145,crosswords
584,2015-08-03,Crossword roundup: Why are blue moons getting more frequent?,crosswords
585,2015-08-02,"Azed slip No 2,248",crosswords
586,2015-08-02,Genius crossword No 146,crosswords
587,2015-08-01,"Azed crossword 2,252",crosswords
588,2015-07-31,"Annotated solutions for Prize 26,633",crosswords
589,2015-07-27,"Crossword blog: same word, different papers. Why?",crosswords
590,2015-07-25,"Azed crossword 2,251",crosswords
591,2015-07-24,"Annotated solutions for Prize 26,627",crosswords
592,2015-07-22,"Prize crossword 26,627",crosswords
593,2015-07-21,Crossword roundup: Alice's Adventures in Wimbledon,crosswords
594,2015-07-18,"Azed crossword 2,250",crosswords
595,2015-07-17,"Annotated solutions for Prize 26,621",crosswords
596,2015-07-13,Crossword blog: Do you solve old puzzles?,crosswords
597,2015-07-11,"Azed crossword 2,249",crosswords
598,2015-07-10,"Annotated solutions for Prize 26,615",crosswords
599,2015-07-07,"Crossword roundup: did anyone say 'Tennis, anyone'?",crosswords
600,2015-07-06,Annotated solutions for Genius 144,crosswords
601,2015-07-04,"Azed crossword 2,248",crosswords
602,2015-07-03,"Annotated solutions for Prize 26,609",crosswords
603,2015-06-30,"Azed slip No 2,244",crosswords
604,2015-06-29,Crossword blog: Philistine speaks on BBC Radio 4,crosswords
605,2015-06-28,Quiptic crossword No 815,crosswords
606,2015-06-27,"Azed crossword 2,247",crosswords
607,2015-06-26,"Annotated solutions for Prize 26,603",crosswords
608,2015-06-22,Crossword roundup: an unusual proposition from the Times,crosswords
609,2015-06-20,"Azed crossword 2,246",crosswords
610,2015-06-19,"Annotated solutions for Prize 26,597",crosswords
611,2015-06-15,Crossword blog: On the hunt for Magna Carta,crosswords
612,2015-06-12,"Annotated solutions for Prize 26,591",crosswords
613,2015-06-08,"Crossword roundup: Five setters, one birthday",crosswords
614,2015-06-06,"Azed crossword 2,244",crosswords
615,2015-06-05,"Annotated solutions for Prize 26,585",crosswords
616,2015-06-03,"Azed slip No 2,230",crosswords
617,2015-06-03,"Azed slip No 2,235",crosswords
618,2015-06-03,"Azed slip No 2,239",crosswords
619,2015-06-01,Annotated solutions for Genius 143,crosswords
620,2015-06-01,Genius crossword No 144,crosswords
621,2015-06-01,Crossword blog: Sepp Blatter's infuriating crossword habit,crosswords
622,2015-05-30,"Azed crossword 2,243",crosswords
623,2015-05-29,"Annotated solutions for Prize 26,579",crosswords
624,2015-05-25,Crossword blog: is it a selfie when someone else takes it?,crosswords
625,2015-05-23,"Azed crossword 2,242",crosswords
626,2015-05-22,"Annotated solutions for Prize 26,573",crosswords
627,2015-05-18,Is it OK to solve crosswords at work?,crosswords
628,2015-05-16,"Azed crossword 2,241",crosswords
629,2015-05-15,"Annotated solutions for Prize 26,567",crosswords
630,2015-05-12,"Crossword roundup: turncoats, brigands and kippers",crosswords
631,2015-05-11,"'Dear Araucaria, ... '",crosswords
632,2015-05-10,Quiptic crossword No 808,crosswords
633,2015-05-09,"Azed crossword 2,240",crosswords
634,2015-05-08,"Annotated solutions for Prize 26,561",crosswords
635,2015-05-04,Cryptic crosswords for beginners: revving it up,crosswords
636,2015-05-03,Annotated solutions for Genius 142,crosswords
637,2015-05-03,Genius crossword No 143,crosswords
638,2015-05-02,"Azed crossword 2,239",crosswords
639,2015-04-30,"Annotated solutions for Prize 26,555",crosswords
640,2015-04-27,Crossword roundup: election heroes and villains,crosswords
641,2015-04-25,"Azed crossword 2,238",crosswords
642,2015-04-24,"Annotated solutions for Prize 26,549",crosswords
643,2015-04-20,Crossword blog: meet the letter J,crosswords
644,2015-04-18,"Azed crossword 2,237",crosswords
645,2015-04-17,"Annotated solutions for Prize 26,543",crosswords
646,2015-04-16,Musical codes,crosswords
647,2015-04-16,Crossword winners,crosswords
648,2015-04-13,Crossword roundup: swinging from the polls,crosswords
649,2015-04-11,"Azed crossword 2,236",crosswords
650,2015-04-10,"Annotated solutions for Prize 26,537",crosswords
651,2015-04-06,Crossword blog: who is Atë?,crosswords
652,2015-04-05,Genius crossword No 142,crosswords
653,2015-04-05,Annotated solutions for Genius 141,crosswords
654,2015-04-04,"Azed crossword 2,235",crosswords
655,2015-04-03,"Cryptic Crossword No 26,537",crosswords
656,2015-04-03,"Annotated solutions for Prize 26,531",crosswords
657,2015-03-30,Crossword blog: what do you call crosswords?,crosswords
658,2015-03-27,"Annotated solutions for Prize 26,525",crosswords
659,2015-03-23,"Crossword roundup: geese, crows and other creatures",crosswords
660,2015-03-20,"Annotated solutions for Prize 26,519",crosswords
661,2015-03-16,Crossword blog: Do crossworders tend to be quizzers too?,crosswords
662,2015-03-13,"Annotated solutions for Prize 26,513",crosswords
663,2015-03-13,A to Z,crosswords
664,2015-03-09,Crossword roundup: bananas in race and comedy,crosswords
665,2015-03-06,Annotated solutions for Genius 140,crosswords
666,2015-03-02,Crossword blog: Breaking the palindrome codes,crosswords
667,2015-03-02,Genius crossword No 141,crosswords
668,2015-02-27,"Annotated solutions for Prize 26,501",crosswords
669,2015-02-23,Crossword roundup: Batman encounters a googly,crosswords
670,2015-02-22,"Azed slip No 2,226",crosswords
671,2015-02-20,"Annotated solutions for Prize 26,495",crosswords
672,2015-02-16,Cryptic crosswords for beginners: apostrophes,crosswords
673,2015-02-13,"Annotated solutions for Prize 26,489",crosswords
674,2015-02-10,"Annotated solutions for Prize 26,483",crosswords
675,2015-02-09,Crossword roundup: fräcking Ikea,crosswords
676,2015-02-06,Winged Victories,crosswords
677,2015-02-02,"Cryptic crosswords for beginners: Me, you, her, him ...",crosswords
678,2015-02-02,Genius crossword No 140,crosswords
679,2015-02-02,Annotated solutions for Genius 139,crosswords
680,2015-01-30,"Annotated solutions for Prize 26,477",crosswords
681,2015-01-30,"Quick crossword No 13,955",crosswords
682,2015-01-29,"Quick crossword No 13,954",crosswords
683,2015-01-28,"Quick crossword No 13,953",crosswords
684,2015-01-27,"Quick crossword No 13,952",crosswords
685,2015-01-26,Crossword roundup: when we all talk poker,crosswords
686,2015-01-25,"Azed slip No 2,222",crosswords
687,2015-01-23,"Annotated solutions for Prize 26,471",crosswords
688,2015-01-19,Cryptic crosswords for beginners: Roman numerals,crosswords
689,2015-01-17,"Annotated solutions for Prize 26,465",crosswords
690,2015-01-14,Crosswords and dining out,crosswords
691,2015-01-12,Crossword roundup: the truth about brass monkeys,crosswords
692,2015-01-11,"Azed slip No 2,220",crosswords
693,2015-01-09,"Annotated solutions for Prize 26,459",crosswords
694,2015-01-08,"Annotated solutions for Prize 26,453",crosswords
695,2017-01-05,"Quick crossword No 14,559",crosswords
696,2017-01-05,"Cryptic crossword No 27,086",crosswords
697,2017-01-04,"Cryptic crossword No 27,085",crosswords
698,2017-01-04,"Quick crossword No 14,558",crosswords
699,2017-01-03,"Cryptic crossword No 27,084",crosswords
700,2017-01-03,"Quick crossword No 14,557",crosswords
701,2017-01-02,Annotated solutions for Genius 162,crosswords
702,2017-01-02,"Azed slip No 2,322",crosswords
703,2017-01-02,Genius crossword No 163,crosswords
704,2017-01-02,Quiptic crossword No 894,crosswords
705,2017-01-02,"Quick crossword No 14,556",crosswords
706,2017-01-02,"Cryptic crossword No 27,083",crosswords
